,0,1,y
0,1.2470702159564246,-0.21385009787535522,1
1,-0.46957299029921795,0.37815873921967785,1
2,-0.3218740238492887,0.3805076666134347,1
3,-0.916649322908366,-1.0843121994765237,0
4,-1.9660326638232206,0.4368725228116327,0
5,-0.12436443374713252,-0.2098952671869428,1
6,-0.4444554311149205,-0.36036664158193793,0
7,0.8978787371169348,1.1900468967144076,1
8,-1.28288858466399,-0.9234939238581404,0
9,0.06752313661178765,1.7436648597015594,1
10,0.49223689124376274,0.6915549700163638,1
11,0.6945972597652326,0.016242937021556433,1
12,0.3683676944414577,-2.0143801461207205,0
13,-1.0703573554613108,0.3288818523698769,0
14,1.0817707961510707,-2.0801252468491107,0
15,-1.0681272254898426,-0.7076542508675879,0
16,-0.1511730255345133,-1.3802274206731322,0
17,-1.4414804338786469,-0.29335705566143583,0
18,-1.1582935359885773,0.013979097003247839,0
19,0.2550800423846877,-0.5502682553380565,0
20,-0.5404228744450015,-0.056604809524274324,0
21,-0.26790890511140397,-1.96909917811753,0
22,-1.5346713492150623,-0.31180279620544754,0
23,-1.452104964711712,1.8469203544639048,1
24,-1.2722835621822055,1.4097439159379257,1
25,0.45258804209820885,-1.7278725489762585,0
26,0.5900762104559801,0.7057704267655752,1
27,0.29702503891190274,-1.5059402758498701,0
28,-0.511983547374066,-0.2922242673810575,0
29,0.926712837922733,-0.30781373484531027,1
30,-1.4352417856023545,1.0799766945094282,1
31,-0.7237814592559542,0.59593832423056,1
32,-0.18711664088110028,0.4695734795801061,1
33,-1.8654894658909553,0.4774617476276895,0
34,1.1863042499717285,-1.1219169623535987,1
35,0.8056270470424167,-1.9767904088808448,0
36,-0.23390734773881694,-1.2272796499276408,0
37,0.28922143461893135,-0.11160219401759743,1
38,1.454284369587231,-0.9988680854045047,1
39,-0.06920435979272252,0.9917224683780514,1
40,-1.691459615924376,-0.6171430283374201,0
41,0.6962174102323342,1.1607295895501357,1
42,0.24831353637757012,0.5993419092613946,1
43,-3.3248395681365306,-0.4905375599326488,0
44,0.1058013236785202,-0.7452947898162786,0
45,-2.64248211061411,1.4898110429765332,1
46,1.3840199903660848,-0.23032955631444685,1
